sample_id	mRNA_srrs	sgRNA_srrs	guide_feature_offset	guide_feature_length
upr	BAM:SRR5082094	BAM:SRR5082095;BAM:SRR5082096;BAM:SRR5082097;BAM:SRR5082098;BAM:SRR5082099;BAM:SRR5082100;BAM:SRR5082101;BAM:SRR5082102;BAM:SRR5082103;BAM:SRR5082104	40	20
