sample_id	mRNA_srrs	sgRNA_srrs
KD8_seq1_p3_4	SRR19411872;SRR19411875;SRR19411876;SRR19411877	SRR19411867;SRR19412236;SRR19412237;SRR19412238
KD8_seq1_p3_5	SRR19412227;SRR19412228;SRR19412229;SRR19412230	SRR19412218;SRR19412219;SRR19412220;SRR19412221
KD8_seq1_p3_6	SRR19412599;SRR19412600;SRR19412601;SRR19412603	SRR19412590;SRR19412592;SRR19412593;SRR19412594
KD8_seq1_p3_7	SRR19412582;SRR19412583;SRR19412584;SRR19412585	SRR19411958;SRR19411959;SRR19411960;SRR19411961
KD8_seq1_p3_8	SRR19411949;SRR19411950;SRR19411951;SRR19411952	SRR19411865;SRR19411866;SRR19411942;SRR19411944
KD8_seq1_p3_9	SRR19411856;SRR19411858;SRR19411859;SRR19411860	SRR19411848;SRR19411849;SRR19411850;SRR19411851
KD8_seq1_p3_10	SRR19412211;SRR19412212;SRR19412213;SRR19412214	SRR19412201;SRR19412202;SRR19412203;SRR19412204
KD8_seq1_p3_11	SRR19412192;SRR19412193;SRR19412194;SRR19412196	SRR19412573;SRR19412575;SRR19412576;SRR19412577
KD8_seq1_p3_12	SRR19412565;SRR19412566;SRR19412567;SRR19412568	SRR19411842;SRR19412557;SRR19412558;SRR19412559
KD8_seq1_p3_13	SRR19411833;SRR19411834;SRR19411835;SRR19411836	SRR19411824;SRR19411825;SRR19411826;SRR19411828
KD8_seq1_p3_14	SRR19411819;SRR19412187;SRR19412189;SRR19412190	SRR19412179;SRR19412180;SRR19412181;SRR19412182
KD8_seq1_p3_15	SRR19412680;SRR19412681;SRR19412682;SRR19412683	SRR19412551;SRR19412552;SRR19412553;SRR19412554
KD8_seq1_p3_16	SRR19412542;SRR19412543;SRR19412544;SRR19412546	SRR19412436;SRR19412535;SRR19412536;SRR19412537
KD8_seq1_p3_17	SRR19412173;SRR19412174;SRR19412175;SRR19412176	SRR19412164;SRR19412165;SRR19412166;SRR19412167
KD8_seq1_p3_18	SRR19411816;SRR19411817;SRR19411818;SRR19412158	SRR19411807;SRR19411808;SRR19411809;SRR19411811
KD8_seq1_p3_19	SRR19411798;SRR19411800;SRR19411801;SRR19411802	SRR19412153;SRR19412154;SRR19412155;SRR19412156
KD8_seq1_p3_20	SRR19412144;SRR19412145;SRR19412146;SRR19412147	SRR19412135;SRR19412136;SRR19412137;SRR19412138
KD8_seq1_p3_21	SRR19411787;SRR19411788;SRR19411789;SRR19411791	SRR19411778;SRR19411780;SRR19411781;SRR19411782
KD8_seq1_p3_22	SRR19411771;SRR19411772;SRR19411773;SRR19412419	SRR19412410;SRR19412411;SRR19412412;SRR19412413
KD8_seq1_p3_23	SRR19488028;SRR19488099;SRR19488247;SRR19488383	SRR19488087;SRR19488098;SRR19488469;SRR19488487
KD8_seq1_p3_24	SRR19488382;SRR19488394;SRR19488403;SRR19488412	SRR19488265;SRR19488353;SRR19488364;SRR19488424
KD8_seq1_p3_25	SRR19488040;SRR19488338;SRR19488348;SRR19488837	SRR19488014;SRR19488765;SRR19488767;SRR19488778
KD8_seq1_p3_26	SRR19487957;SRR19488742;SRR19488749;SRR19488760	SRR19488204;SRR19488215;SRR19488228;SRR19488737
KD8_seq1_p3_27	SRR19488178;SRR19488187;SRR19488693;SRR19488706	SRR19487873;SRR19487884;SRR19488520;SRR19488530
KD8_seq1_p3_28	SRR19487846;SRR19487853;SRR19488144;SRR19488152	SRR19488486;SRR19488498;SRR19488596;SRR19488608
KD8_seq1_p3_29	SRR19488097;SRR19488305;SRR19488316;SRR19488472	SRR19488089;SRR19488090;SRR19488091;SRR19488092
KD8_seq1_p3_30	SRR19488080;SRR19488081;SRR19488082;SRR19488083	SRR19488464;SRR19488465;SRR19488466;SRR19488467
KD8_seq1_p3_31	SRR19488065;SRR19488066;SRR19488067;SRR19488459	SRR19488072;SRR19488073;SRR19488074;SRR19488076
KD8_seq1_p3_32	SRR19488450;SRR19488451;SRR19488452;SRR19488453	SRR19488060;SRR19488061;SRR19488062;SRR19488063
KD8_seq1_p3_33	SRR19488053;SRR19488054;SRR19488418;SRR19488419	SRR19488408;SRR19488410;SRR19488411;SRR19488413
KD8_seq1_p3_34	SRR19488402;SRR19488404;SRR19488405;SRR19488406	SRR19488396;SRR19488397;SRR19488420;SRR19488421
KD8_seq1_p3_35	SRR19488388;SRR19488389;SRR19488390;SRR19488409	SRR19488377;SRR19488378;SRR19488379;SRR19488380
KD8_seq1_p3_36	SRR19488287;SRR19488288;SRR19488289;SRR19488291	SRR19488278;SRR19488280;SRR19488436;SRR19488437
KD8_seq1_p3_37	SRR19488270;SRR19488271;SRR19488272;SRR19488273	SRR19488438;SRR19488439;SRR19488440;SRR19488441
KD8_seq1_p3_38	SRR19488430;SRR19488431;SRR19488432;SRR19488433	SRR19488373;SRR19488422;SRR19488423;SRR19488425
KD8_seq1_p3_39	SRR19488363;SRR19488549;SRR19488550;SRR19488553	SRR19488355;SRR19488356;SRR19488357;SRR19488358
KD8_seq1_p3_40	SRR19488368;SRR19488555;SRR19488556;SRR19488557	SRR19488544;SRR19488545;SRR19488546;SRR19488547
KD8_seq1_p3_41	SRR19488535;SRR19488536;SRR19488537;SRR19488539	SRR19488245;SRR19488248;SRR19488249;SRR19488250
KD8_seq1_p3_42	SRR19488257;SRR19488258;SRR19488259;SRR19488260	SRR19488035;SRR19488036;SRR19488037;SRR19488038
KD8_seq1_p3_43	SRR19488046;SRR19488047;SRR19488048;SRR19488049	SRR19488032;SRR19488033;SRR19488039;SRR19488041
KD8_seq1_p3_44	SRR19488029;SRR19488030;SRR19488347;SRR19488349	SRR19488340;SRR19488341;SRR19488342;SRR19488343
KD8_seq1_p3_45	SRR19488819;SRR19488821;SRR19488822;SRR19488823	SRR19488832;SRR19488833;SRR19488834;SRR19488835
KD8_seq1_p3_46	SRR19488820;SRR19488824;SRR19488825;SRR19488827	SRR19488812;SRR19488814;SRR19488815;SRR19488816
KD8_seq1_p3_47	SRR19488804;SRR19488805;SRR19488806;SRR19488807	SRR19488794;SRR19488796;SRR19488797;SRR19488817
KD8_seq1_p3_48	SRR19488020;SRR19488021;SRR19488022;SRR19488023	SRR19488012;SRR19488013;SRR19488015;SRR19488798
KD8_seq1_p3_49	SRR19488005;SRR19488786;SRR19488787;SRR19488791	SRR19488024;SRR19488025;SRR19488780;SRR19488781
KD8_seq1_p3_50	SRR19488771;SRR19488772;SRR19488773;SRR19488774	SRR19487989;SRR19487990;SRR19488006;SRR19488007
KD8_seq1_p3_51	SRR19487998;SRR19487999;SRR19488000;SRR19488002	SRR19487971;SRR19487991;SRR19487992;SRR19487993
KD8_seq1_p3_52	SRR19487966;SRR19487985;SRR19487986;SRR19487987	SRR19487976;SRR19487977;SRR19487978;SRR19487979
KD8_seq1_p3_53	SRR19487944;SRR19487963;SRR19487964;SRR19487965	SRR19487954;SRR19487955;SRR19487956;SRR19487958
KD8_seq1_p3_54	SRR19487947;SRR19487948;SRR19487949;SRR19488759	SRR19487936;SRR19487937;SRR19487938;SRR19487939
KD8_seq1_p3_55	SRR19487933;SRR19487934;SRR19488762;SRR19488763	SRR19488755;SRR19488756;SRR19488757;SRR19488758
KD8_seq1_p3_56	SRR19487915;SRR19487916;SRR19487917;SRR19488750	SRR19487926;SRR19487930;SRR19487931;SRR19487932
KD8_seq1_p3_57	SRR19487914;SRR19487919;SRR19487920;SRR19487921	SRR19487928;SRR19487929;SRR19488243;SRR19488244
KD8_seq1_p3_58	SRR19488234;SRR19488235;SRR19488236;SRR19488237	SRR19488225;SRR19488226;SRR19488227;SRR19488229
KD8_seq1_p3_59	SRR19488214;SRR19488216;SRR19488217;SRR19488218	SRR19488206;SRR19488207;SRR19488208;SRR19488209
KD8_seq1_p3_60	SRR19488199;SRR19488720;SRR19488721;SRR19488722	SRR19488732;SRR19488733;SRR19488734;SRR19488735
KD8_seq1_p3_61	SRR19488723;SRR19488724;SRR19488725;SRR19488727	SRR19487905;SRR19487907;SRR19487908;SRR19488716
KD8_seq1_p3_62	SRR19487896;SRR19487897;SRR19487898;SRR19487899	SRR19488696;SRR19488697;SRR19488698;SRR19488718
KD8_seq1_p3_63	SRR19487904;SRR19488712;SRR19488713;SRR19488714	SRR19488703;SRR19488704;SRR19488705;SRR19488707
KD8_seq1_p3_64	SRR19488179;SRR19488692;SRR19488694;SRR19488695	SRR19488189;SRR19488190;SRR19488191;SRR19488192
KD8_seq1_p3_65	SRR19488180;SRR19488181;SRR19488182;SRR19488183	SRR19488173;SRR19488174;SRR19488175;SRR19488176
KD8_seq1_p3_66	SRR19488683;SRR19488684;SRR19488685;SRR19488687	SRR19488653;SRR19488655;SRR19488656;SRR19488673
KD8_seq1_p3_67	SRR19488665;SRR19488666;SRR19488667;SRR19488668	SRR19488654;SRR19488657;SRR19488658;SRR19488659
KD8_seq1_p3_68	SRR19488646;SRR19488647;SRR19488648;SRR19488649	SRR19488527;SRR19488528;SRR19488529;SRR19488531
KD8_seq1_p3_69	SRR19487874;SRR19487875;SRR19487876;SRR19488519	SRR19488511;SRR19488512;SRR19488513;SRR19488514
KD8_seq1_p3_70	SRR19487877;SRR19487878;SRR19487879;SRR19487880	SRR19487868;SRR19487869;SRR19487870;SRR19487871
KD8_seq1_p3_71	SRR19487861;SRR19487863;SRR19488642;SRR19488643	SRR19488170;SRR19488171;SRR19488172;SRR19488633
KD8_seq1_p3_72	SRR19488625;SRR19488626;SRR19488627;SRR19488628	SRR19488154;SRR19488155;SRR19488156;SRR19488157
KD8_seq1_p3_73	SRR19488163;SRR19488164;SRR19488165;SRR19488166	SRR19488158;SRR19488584;SRR19488589;SRR19488590
KD8_seq1_p3_74	SRR19487852;SRR19487854;SRR19487855;SRR19487856	SRR19487847;SRR19488586;SRR19488587;SRR19488588
KD8_seq1_p3_75	SRR19488127;SRR19488128;SRR19488129;SRR19488148	SRR19488139;SRR19488140;SRR19488141;SRR19488142
KD8_seq1_p3_76	SRR19488130;SRR19488131;SRR19488132;SRR19488134	SRR19488121;SRR19488123;SRR19488124;SRR19488125
KD8_seq1_p3_77	SRR19488113;SRR19488114;SRR19488115;SRR19488116	SRR19488104;SRR19488492;SRR19488493;SRR19488494
KD8_seq1_p3_78	SRR19488504;SRR19488505;SRR19488506;SRR19488507	SRR19488495;SRR19488496;SRR19488497;SRR19488499
KD8_seq1_p3_79	SRR19488488;SRR19488489;SRR19488490;SRR19488619	SRR19488610;SRR19488611;SRR19488613;SRR19488614
KD8_seq1_p3_80	SRR19488326;SRR19488327;SRR19488600;SRR19488601	SRR19488591;SRR19488592;SRR19488593;SRR19488594
KD8_seq1_p3_81	SRR19488328;SRR19488329;SRR19488330;SRR19488332	SRR19488321;SRR19488323;SRR19488324;SRR19488325
KD8_seq1_p3_82	SRR19488578;SRR19488579;SRR19488580;SRR19488581	SRR19488310;SRR19488311;SRR19488313;SRR19488568
KD8_seq1_p3_83	SRR19488300;SRR19488301;SRR19488561;SRR19488562	SRR19488312;SRR19488314;SRR19488315;SRR19488558
KD8_seq1_p3_84	SRR19488304;SRR19488306;SRR19488307;SRR19488308	SRR19488293;SRR19488294;SRR19488295;SRR19488485
KD8_seq1_p3_85	SRR19488476;SRR19488477;SRR19488478;SRR19488479	SRR19489056;SRR19489095;SRR19489265;SRR19489856
KD8_seq1_p3_86	SRR19489392;SRR19489625;SRR19489844;SRR19489855	SRR19489094;SRR19489109;SRR19489540;SRR19489548
KD8_seq1_p3_87	SRR19489491;SRR19489505;SRR19489523;SRR19489532	SRR19489021;SRR19489033;SRR19489277;SRR19489658
KD8_seq1_p3_88	SRR19488998;SRR19489009;SRR19489459;SRR19489630	SRR19488936;SRR19488947;SRR19488950;SRR19488955
KD8_seq1_p3_89	SRR19488879;SRR19489805;SRR19489817;SRR19489830	SRR19489242;SRR19489253;SRR19489254;SRR19489766
KD8_seq1_p3_90	SRR19489166;SRR19489169;SRR19489179;SRR19489751	SRR19489146;SRR19489331;SRR19489343;SRR19489736
KD8_seq1_p3_91	SRR19489404;SRR19489691;SRR19489702;SRR19489713	SRR19489294;SRR19489305;SRR19489687;SRR19489854
KD8_seq1_p3_92	SRR19489846;SRR19489847;SRR19489848;SRR19489849	SRR19489837;SRR19489838;SRR19489839;SRR19489840
KD8_seq1_p3_93	SRR19489620;SRR19489621;SRR19489622;SRR19489623	SRR19489611;SRR19489612;SRR19489613;SRR19489615
KD8_seq1_p3_94	SRR19489112;SRR19489604;SRR19489605;SRR19489606	SRR19489113;SRR19489599;SRR19489600;SRR19489602
KD8_seq1_p3_95	SRR19489584;SRR19489585;SRR19489586;SRR19489587	SRR19489593;SRR19489594;SRR19489595;SRR19489596
KD8_seq2_p1_0	SRR19330980;SRR19330981;SRR19330982;SRR19330983	SRR19330971;SRR19330972;SRR19330974;SRR19330975
KD8_seq2_p1_1	SRR19331257;SRR19331258;SRR19331259;SRR19331260	SRR19331247;SRR19331248;SRR19331249;SRR19331250
KD8_seq2_p1_2	SRR19331238;SRR19331239;SRR19331240;SRR19331241	SRR19330758;SRR19330759;SRR19330760;SRR19330761
KD8_seq2_p1_3	SRR19330749;SRR19330750;SRR19330752;SRR19330753	SRR19330501;SRR19330742;SRR19330743;SRR19330744
KD8_seq2_p1_4	SRR19330492;SRR19330493;SRR19330494;SRR19330495	SRR19330483;SRR19330484;SRR19330485;SRR19330486
KD8_seq2_p1_5	SRR19330963;SRR19330964;SRR19330965;SRR19330966	SRR19330954;SRR19330955;SRR19330957;SRR19330958
KD8_seq2_p1_6	SRR19330946;SRR19330947;SRR19330948;SRR19330949	SRR19331231;SRR19331232;SRR19331233;SRR19331234
KD8_seq2_p1_7	SRR19331222;SRR19331223;SRR19331224;SRR19331225	SRR19330741;SRR19331213;SRR19331214;SRR19331215
KD8_seq2_p1_8	SRR19330732;SRR19330733;SRR19330735;SRR19330736	SRR19330724;SRR19330725;SRR19330726;SRR19330727
KD8_seq2_p1_9	SRR19330475;SRR19330476;SRR19330477;SRR19330718	SRR19330466;SRR19330467;SRR19330468;SRR19330469
KD8_seq2_p1_10	SRR19330457;SRR19330458;SRR19330459;SRR19330460	SRR19330937;SRR19330938;SRR19330940;SRR19330941
KD8_seq2_p1_11	SRR19330929;SRR19330930;SRR19330931;SRR19330932	SRR19330920;SRR19330921;SRR19330922;SRR19330923
KD8_seq2_p1_12	SRR19330446;SRR19330447;SRR19330448;SRR19330449	SRR19330437;SRR19330438;SRR19330439;SRR19330440
KD8_seq2_p1_13	SRR19330431;SRR19330432;SRR19330716;SRR19330717	SRR19330708;SRR19330709;SRR19330710;SRR19330711
KD8_seq2_p1_14	SRR19330698;SRR19330699;SRR19330700;SRR19330701	SRR19330425;SRR19330426;SRR19330427;SRR19330428
KD8_seq2_p1_15	SRR19330416;SRR19330417;SRR19330418;SRR19330419	SRR19330407;SRR19330408;SRR19330410;SRR19330411
KD8_seq2_p1_16	SRR19330912;SRR19330913;SRR19330914;SRR19330915	SRR19330903;SRR19330904;SRR19330905;SRR19330906
KD8_seq2_p1_17	SRR19330895;SRR19330896;SRR19330897;SRR19331212	SRR19331203;SRR19331204;SRR19331205;SRR19331206
KD8_seq2_p1_18	SRR19331194;SRR19331195;SRR19331197;SRR19331198	SRR19330691;SRR19330692;SRR19330693;SRR19331189
KD8_seq2_p1_19	SRR19330682;SRR19330683;SRR19330684;SRR19330685	SRR19330673;SRR19330674;SRR19330675;SRR19330676
KD8_seq2_p1_20	SRR19330399;SRR19330400;SRR19330401;SRR19330402	SRR19330391;SRR19330393;SRR19330394;SRR19331134
KD8_seq2_p1_21	SRR19331126;SRR19331127;SRR19331128;SRR19331129	SRR19330886;SRR19330887;SRR19330888;SRR19330889
KD8_seq2_p1_22	SRR19330880;SRR19331387;SRR19331388;SRR19331389	SRR19331186;SRR19331187;SRR19331188;SRR19331381
KD8_seq2_p1_23	SRR19331177;SRR19331178;SRR19331180;SRR19331181	SRR19331169;SRR19331170;SRR19331171;SRR19331172
KD8_seq2_p1_24	SRR19330665;SRR19330666;SRR19330667;SRR19330668	SRR19330656;SRR19330657;SRR19330658;SRR19330659
KD8_seq2_p1_25	SRR19330647;SRR19330648;SRR19330649;SRR19330650	SRR19331118;SRR19331119;SRR19331121;SRR19331122
KD8_seq2_p1_26	SRR19331111;SRR19331112;SRR19331113;SRR19410589	SRR19410387;SRR19410669;SRR19410708;SRR19410976
KD8_seq2_p1_27	SRR19410303;SRR19410314;SRR19411065;SRR19411076	SRR19410275;SRR19410286;SRR19410297;SRR19411048
KD8_seq2_p1_29	SRR19410258;SRR19410269;SRR19410521;SRR19411031	SRR19410230;SRR19410242;SRR19410493;SRR19410504
KD8_seq2_p1_30	SRR19410214;SRR19410225;SRR19410476;SRR19410487	SRR19410197;SRR19410448;SRR19410459;SRR19410713
KD8_seq2_p1_31	SRR19410420;SRR19410431;SRR19410442;SRR19410696	SRR19410403;SRR19410414;SRR19410668;SRR19410680
KD8_seq2_p1_32	SRR19410386;SRR19410641;SRR19410652;SRR19410892	SRR19410370;SRR19410624;SRR19410635;SRR19410875
KD8_seq2_p1_33	SRR19410329;SRR19410340;SRR19410594;SRR19410605	SRR19410582;SRR19410583;SRR19410584;SRR19410585
KD8_seq2_p1_34	SRR19410573;SRR19410574;SRR19410575;SRR19410577	SRR19410564;SRR19410566;SRR19410567;SRR19410568
KD8_seq2_p1_35	SRR19410316;SRR19410317;SRR19410318;SRR19410319	SRR19410307;SRR19410308;SRR19410309;SRR19410310
KD8_seq2_p1_36	SRR19410082;SRR19410299;SRR19410300;SRR19410301	SRR19411073;SRR19411074;SRR19411075;SRR19411077
KD8_seq2_p1_37	SRR19411064;SRR19411066;SRR19411067;SRR19411068	SRR19410827;SRR19410828;SRR19410829;SRR19411059
KD8_seq2_p1_38	SRR19410818;SRR19410819;SRR19410820;SRR19410821	SRR19410809;SRR19410810;SRR19410811;SRR19410812
KD8_seq2_p1_39	SRR19410557;SRR19410558;SRR19410559;SRR19410561	SRR19410547;SRR19410550;SRR19410551;SRR19410552
KD8_seq2_p1_40	SRR19410539;SRR19410540;SRR19410541;SRR19410542	SRR19410290;SRR19410291;SRR19410292;SRR19410293
KD8_seq2_p1_41	SRR19410281;SRR19410282;SRR19410283;SRR19410284	SRR19410276;SRR19411056;SRR19411057;SRR19411058
KD8_seq2_p1_42	SRR19411047;SRR19411049;SRR19411050;SRR19411051	SRR19411039;SRR19411040;SRR19411041;SRR19411042
KD8_seq2_p1_43	SRR19410801;SRR19410802;SRR19410803;SRR19410804	SRR19410792;SRR19410793;SRR19410794;SRR19410795
KD8_seq2_p1_44	SRR19410783;SRR19410784;SRR19410785;SRR19410787	SRR19410531;SRR19410533;SRR19410534;SRR19410535
KD8_seq2_p1_45	SRR19410523;SRR19410524;SRR19410525;SRR19410526	SRR19410274;SRR19410515;SRR19410516;SRR19410517
KD8_seq2_p1_46	SRR19410264;SRR19410265;SRR19410266;SRR19410267	SRR19410255;SRR19410256;SRR19410257;SRR19410259
KD8_seq2_p1_47	SRR19411030;SRR19411032;SRR19411033;SRR19411034	SRR19411022;SRR19411023;SRR19411024;SRR19411025
KD8_seq2_p1_48	SRR19411013;SRR19411014;SRR19411015;SRR19411016	SRR19410775;SRR19410776;SRR19410777;SRR19410778
KD8_seq2_p1_49	SRR19410766;SRR19410767;SRR19410768;SRR19410770	SRR19410514;SRR19410759;SRR19410760;SRR19410761
KD8_seq2_p1_50	SRR19410506;SRR19410507;SRR19410508;SRR19410509	SRR19410497;SRR19410498;SRR19410499;SRR19410500
KD8_seq2_p1_51	SRR19410248;SRR19410249;SRR19410250;SRR19410491	SRR19410239;SRR19410240;SRR19410241;SRR19410243
KD8_seq2_p1_52	SRR19410229;SRR19410232;SRR19410233;SRR19410234	SRR19411005;SRR19411006;SRR19411007;SRR19411008
KD8_seq2_p1_53	SRR19410996;SRR19410997;SRR19410998;SRR19410999	SRR19410987;SRR19410988;SRR19410989;SRR19410990
KD8_seq2_p1_54	SRR19410749;SRR19410750;SRR19410751;SRR19410753	SRR19410740;SRR19410742;SRR19410743;SRR19410744
KD8_seq2_p1_55	SRR19410489;SRR19410490;SRR19410734;SRR19410735	SRR19410480;SRR19410481;SRR19410482;SRR19410483
KD8_seq2_p1_56	SRR19410471;SRR19410472;SRR19410473;SRR19410474	SRR19410222;SRR19410223;SRR19410224;SRR19410226
KD8_seq2_p1_57	SRR19410213;SRR19410215;SRR19410216;SRR19410217	SRR19410205;SRR19410206;SRR19410207;SRR19410208
KD8_seq2_p1_58	SRR19410980;SRR19410981;SRR19410982;SRR19410983	SRR19410970;SRR19410971;SRR19410972;SRR19410973
KD8_seq2_p1_59	SRR19410732;SRR19410733;SRR19410963;SRR19410965	SRR19410723;SRR19410725;SRR19410726;SRR19410727
KD8_seq2_p1_60	SRR19410715;SRR19410716;SRR19410717;SRR19410718	SRR19410463;SRR19410464;SRR19410465;SRR19410466
KD8_seq2_p1_61	SRR19410454;SRR19410455;SRR19410456;SRR19410457	SRR19410445;SRR19410446;SRR19410447;SRR19410449
KD8_seq2_p1_62	SRR19410196;SRR19410198;SRR19410199;SRR19410200	SRR19410188;SRR19410189;SRR19410190;SRR19410191
KD8_seq2_p1_63	SRR19410179;SRR19410180;SRR19410181;SRR19410182	SRR19410954;SRR19410955;SRR19410956;SRR19410957
KD8_seq2_p1_64	SRR19410945;SRR19410946;SRR19410947;SRR19410949	SRR19410706;SRR19410709;SRR19410939;SRR19410940
KD8_seq2_p1_65	SRR19410698;SRR19410699;SRR19410700;SRR19410701	SRR19410689;SRR19410690;SRR19410691;SRR19410692
KD8_seq2_p1_66	SRR19410437;SRR19410438;SRR19410439;SRR19410440	SRR19410428;SRR19410429;SRR19410430;SRR19410432
KD8_seq2_p1_67	SRR19410419;SRR19410421;SRR19410422;SRR19410423	SRR19410171;SRR19410172;SRR19410173;SRR19410174
KD8_seq2_p1_68	SRR19410162;SRR19410163;SRR19410164;SRR19410165	SRR19410155;SRR19410156;SRR19410937;SRR19410938
KD8_seq2_p1_69	SRR19410928;SRR19410929;SRR19410930;SRR19410932	SRR19410919;SRR19410921;SRR19410922;SRR19410923
KD8_seq2_p1_70	SRR19410682;SRR19410683;SRR19410684;SRR19410685	SRR19410673;SRR19410674;SRR19410675;SRR19410676
KD8_seq2_p1_71	SRR19410663;SRR19410664;SRR19410665;SRR19410666	SRR19410411;SRR19410412;SRR19410413;SRR19410415
KD8_seq2_p1_72	SRR19410402;SRR19410404;SRR19410405;SRR19410406	SRR19410154;SRR19410395;SRR19410396;SRR19410397
KD8_seq2_p1_73	SRR19410145;SRR19410146;SRR19410147;SRR19410148	SRR19410136;SRR19410137;SRR19410138;SRR19410139
KD8_seq2_p1_74	SRR19410131;SRR19410911;SRR19410912;SRR19410913	SRR19410902;SRR19410904;SRR19410905;SRR19410906
KD8_seq2_p1_75	SRR19410894;SRR19410895;SRR19410896;SRR19410897	SRR19410656;SRR19410657;SRR19410658;SRR19410659
KD8_seq2_p1_76	SRR19410647;SRR19410648;SRR19410649;SRR19410650	SRR19410638;SRR19410639;SRR19410640;SRR19410642
KD8_seq2_p1_77	SRR19410385;SRR19410388;SRR19410389;SRR19410390	SRR19410377;SRR19410378;SRR19410379;SRR19410380
KD8_seq2_p1_78	SRR19410128;SRR19410129;SRR19410130;SRR19410371	SRR19410119;SRR19410120;SRR19410121;SRR19410122
KD8_seq2_p1_79	SRR19410110;SRR19410111;SRR19410112;SRR19410114	SRR19410885;SRR19410887;SRR19410888;SRR19410889
KD8_seq2_p1_80	SRR19410877;SRR19410878;SRR19410879;SRR19410880	SRR19410868;SRR19410869;SRR19410870;SRR19410871
KD8_seq2_p1_81	SRR19410630;SRR19410631;SRR19410632;SRR19410633	SRR19410621;SRR19410622;SRR19410623;SRR19410625
KD8_seq2_p1_82	SRR19410369;SRR19410614;SRR19410615;SRR19410616	SRR19410361;SRR19410362;SRR19410363;SRR19410364
KD8_seq2_p1_83	SRR19410352;SRR19410353;SRR19410354;SRR19410355	SRR19410862;SRR19410863;SRR19410864;SRR19410865
KD8_seq2_p1_84	SRR19410853;SRR19410854;SRR19410855;SRR19410857	SRR19410844;SRR19410846;SRR19410847;SRR19410848
KD8_seq2_p1_85	SRR19410607;SRR19410608;SRR19410609;SRR19410610	SRR19410598;SRR19410599;SRR19410600;SRR19410601
KD8_seq2_p1_86	SRR19410346;SRR19410590;SRR19410591;SRR19410592	SRR19410337;SRR19410338;SRR19410339;SRR19410341
KD8_seq2_p1_87	SRR19410328;SRR19410330;SRR19410331;SRR19410332	SRR19410104;SRR19410105;SRR19410106;SRR19410323
KD8_seq2_p1_88	SRR19410095;SRR19410096;SRR19410097;SRR19410098	SRR19410086;SRR19410087;SRR19410088;SRR19410089
KD8_seq2_p1_89	SRR19410837;SRR19410838;SRR19410839;SRR19410841	SRR19410830;SRR19410831;SRR19410832;SRR19426396
KD8_seq2_p1_90	SRR19425714;SRR19426017;SRR19426095;SRR19426410	SRR19425879;SRR19425959;SRR19425970;SRR19426145
KD8_seq2_p1_91	SRR19426346;SRR19426357;SRR19426368;SRR19426482	SRR19425642;SRR19425653;SRR19425665;SRR19426465
KD8_seq2_p1_92	SRR19426124;SRR19426136;SRR19426423;SRR19426434	SRR19426309;SRR19426320;SRR19426331;SRR19426342
KD8_seq2_p1_93	SRR19425773;SRR19425782;SRR19426279;SRR19426290	SRR19425893;SRR19425904;SRR19426083;SRR19426627
KD8_seq2_p1_94	SRR19425713;SRR19425725;SRR19426057;SRR19426068	SRR19426016;SRR19426026;SRR19426581;SRR19426592
KD8_seq2_p1_95	SRR19426164;SRR19426175;SRR19426234;SRR19426577	SRR19425981;SRR19425992;SRR19426536;SRR19426547
KD8_seq2_p2_0	SRR19426389;SRR19426390;SRR19426391;SRR19426392	SRR19426380;SRR19426381;SRR19426382;SRR19426384
KD8_seq2_p2_1	SRR19426371;SRR19426373;SRR19426374;SRR19426375	SRR19426147;SRR19426148;SRR19426149;SRR19426150
KD8_seq2_p2_2	SRR19425883;SRR19425884;SRR19425885;SRR19425886	SRR19425875;SRR19425876;SRR19425877;SRR19425976
KD8_seq2_p2_3	SRR19425967;SRR19425968;SRR19425969;SRR19425971	SRR19425958;SRR19425960;SRR19425961;SRR19425962
KD8_seq2_p2_4	SRR19425953;SRR19426514;SRR19426515;SRR19426516	SRR19426505;SRR19426506;SRR19426507;SRR19426508
KD8_seq2_p2_5	SRR19426496;SRR19426497;SRR19426498;SRR19426499	SRR19425947;SRR19425948;SRR19425949;SRR19425951
KD8_seq2_p2_6	SRR19425937;SRR19425940;SRR19425941;SRR19425942	SRR19425929;SRR19425930;SRR19425931;SRR19425932
KD8_seq2_p2_7	SRR19426361;SRR19426362;SRR19426363;SRR19426364	SRR19426352;SRR19426353;SRR19426354;SRR19426355
KD8_seq2_p2_8	SRR19426347;SRR19426490;SRR19426491;SRR19426492	SRR19426481;SRR19426483;SRR19426484;SRR19426485
KD8_seq2_p2_9	SRR19426473;SRR19426474;SRR19426475;SRR19426476	SRR19425870;SRR19425871;SRR19425872;SRR19425873
KD8_seq2_p2_10	SRR19425861;SRR19425862;SRR19425863;SRR19425864	SRR19425852;SRR19425853;SRR19425854;SRR19425856
KD8_seq2_p2_11	SRR19425675;SRR19425677;SRR19425678;SRR19425679	SRR19425667;SRR19425668;SRR19425669;SRR19425670
KD8_seq2_p2_12	SRR19425658;SRR19425659;SRR19425660;SRR19425661	SRR19425648;SRR19425649;SRR19425650;SRR19425651
KD8_seq2_p2_13	SRR19425639;SRR19425640;SRR19425641;SRR19425643	SRR19426464;SRR19426466;SRR19426467;SRR19426468
KD8_seq2_p2_14	SRR19426456;SRR19426457;SRR19426458;SRR19426459	SRR19426447;SRR19426448;SRR19426449;SRR19426450
