sample_id	mRNA_srrs	sgRNA_srrs
RD7_seq1_RPE1_48_3	SRR19497328;SRR19497329;SRR19497334;SRR19497508	SRR19497248;SRR19497505;SRR19497512;SRR19497517
RD7_seq1_RPE1_48_4	SRR19497327;SRR19497344;SRR19497509;SRR19497521	SRR19497511;SRR19497515;SRR19497516;SRR19497518
RD7_seq1_RPE1_49_1	SRR19497309;SRR19497313;SRR19497315;SRR19497321	SRR19497090;SRR19497093;SRR19497097;SRR19497318
RD7_seq1_RPE1_49_2	SRR19497311;SRR19497317;SRR19497323;SRR19497326	SRR19497095;SRR19497098;SRR19497099;SRR19497305
RD7_seq1_RPE1_49_3	SRR19497081;SRR19497246;SRR19497308;SRR19497316	SRR19497092;SRR19497096;SRR19497100;SRR19497304
RD7_seq1_RPE1_49_4	SRR19497312;SRR19497320;SRR19497324;SRR19497325	SRR19497091;SRR19497101;SRR19497314;SRR19497319
RD7_seq1_RPE1_50_1	SRR19497079;SRR19497080;SRR19497299;SRR19497300	SRR19497066;SRR19497284;SRR19497288;SRR19497295
RD7_seq1_RPE1_50_2	SRR19497085;SRR19497087;SRR19497286;SRR19497298	SRR19497065;SRR19497292;SRR19497293;SRR19497296
RD7_seq1_RPE1_50_3	SRR19497078;SRR19497084;SRR19497088;SRR19497285	SRR19497287;SRR19497291;SRR19497294;SRR19497297
RD7_seq1_RPE1_50_4	SRR19497083;SRR19497089;SRR19497302;SRR19497303	SRR19497064;SRR19497067;SRR19497283;SRR19497289
RD7_seq1_RPE1_51_1	SRR19496811;SRR19496815;SRR19497073;SRR19497279	SRR19496819;SRR19496820;SRR19497056;SRR19497061
RD7_seq1_RPE1_51_2	SRR19497074;SRR19497075;SRR19497076;SRR19497077	SRR19497047;SRR19497054;SRR19497055;SRR19497060
RD7_seq1_RPE1_51_3	SRR19496814;SRR19497070;SRR19497071;SRR19497282	SRR19496817;SRR19496821;SRR19497057;SRR19497063
RD7_seq1_RPE1_51_4	SRR19496813;SRR19497068;SRR19497072;SRR19497280	SRR19496810;SRR19496818;SRR19497058;SRR19497062
RD7_seq1_RPE1_52_1	SRR19496798;SRR19496801;SRR19496808;SRR19497052	SRR19496790;SRR19497036;SRR19497041;SRR19497050
RD7_seq1_RPE1_52_2	SRR19496803;SRR19496806;SRR19496807;SRR19497045	SRR19496791;SRR19497033;SRR19497034;SRR19497039
RD7_seq1_RPE1_52_3	SRR19496799;SRR19496805;SRR19496809;SRR19497051	SRR19496789;SRR19497038;SRR19497048;SRR19497049
RD7_seq1_RPE1_52_4	SRR19496800;SRR19496804;SRR19497046;SRR19497053	SRR19497032;SRR19497037;SRR19497040;SRR19497044
RD7_seq1_RPE1_53_1	SRR19496785;SRR19496786;SRR19496788;SRR19496794	SRR19496774;SRR19496778;SRR19496783;SRR19497737
RD7_seq1_RPE1_53_2	SRR19496784;SRR19496796;SRR19497031;SRR19497734	SRR19496775;SRR19496776;SRR19496780;SRR19497274
RD7_seq1_RPE1_53_3	SRR19496787;SRR19496793;SRR19497030;SRR19497043	SRR19496777;SRR19497275;SRR19497733;SRR19497739
RD7_seq1_RPE1_53_4	SRR19496795;SRR19496797;SRR19497042;SRR19497735	SRR19496779;SRR19496781;SRR19497273;SRR19497740
RD7_seq1_RPE1_54_1	SRR19497718;SRR19497720;SRR19497723;SRR19497732	SRR19497261;SRR19497263;SRR19497265;SRR19497272
RD7_seq1_RPE1_54_2	SRR19497721;SRR19497724;SRR19497726;SRR19497730	SRR19496987;SRR19496989;SRR19497264;SRR19497269
RD7_seq1_RPE1_54_3	SRR19497276;SRR19497725;SRR19497728;SRR19497731	SRR19497259;SRR19497262;SRR19497267;SRR19497270
RD7_seq1_RPE1_54_4	SRR19497717;SRR19497719;SRR19497722;SRR19497729	SRR19496988;SRR19497260;SRR19497268;SRR19497271
RD7_seq1_RPE1_55_1	SRR19496967;SRR19496977;SRR19496983;SRR19496984	SRR19496974;SRR19497251;SRR19497252;SRR19497749
RD7_seq1_RPE1_55_2	SRR19496969;SRR19496979;SRR19497258;SRR19497278	SRR19496970;SRR19496975;SRR19497250;SRR19497747
RD7_seq1_RPE1_55_3	SRR19496978;SRR19496981;SRR19496985;SRR19496986	SRR19496972;SRR19496973;SRR19496976;SRR19497254
RD7_seq1_RPE1_55_4	SRR19496966;SRR19496968;SRR19496982;SRR19497257	SRR19496971;SRR19497249;SRR19497253;SRR19497748
RD7_seq1_RPE1_56_1	SRR19497701;SRR19497752;SRR19497754;SRR19497758	SRR19497697;SRR19497710;SRR19497712;SRR19497742
RD7_seq1_RPE1_56_2	SRR19497707;SRR19497745;SRR19497756;SRR19497757	SRR19496953;SRR19497702;SRR19497705;SRR19497708
RD7_seq1_RPE1_56_3	SRR19497704;SRR19497706;SRR19497744;SRR19497746	SRR19497699;SRR19497711;SRR19497714;SRR19497741
RD7_seq1_RPE1_56_4	SRR19497700;SRR19497751;SRR19497753;SRR19497755	SRR19496952;SRR19497709;SRR19497716;SRR19497743
